Series ID,Year,Period,Label,Value
CWUR0000SA0,1987,M05,1987 May,111.9
CWUR0000SA0,1987,M06,1987 Jun,112.4
CWUR0000SA0,1987,M07,1987 Jul,112.7
CWUR0000SA0,1987,M08,1987 Aug,113.3
CWUR0000SA0,1987,M09,1987 Sep,113.8
CWUR0000SA0,1987,M10,1987 Oct,114.1
CWUR0000SA0,1987,M11,1987 Nov,114.3
CWUR0000SA0,1987,M12,1987 Dec,114.2
CWUR0000SA0,1988,M01,1988 Jan,114.5
CWUR0000SA0,1988,M02,1988 Feb,114.7
CWUR0000SA0,1988,M03,1988 Mar,115.1
CWUR0000SA0,1988,M04,1988 Apr,115.7
CWUR0000SA0,1988,M05,1988 May,116.2
CWUR0000SA0,1988,M06,1988 Jun,116.7
CWUR0000SA0,1988,M07,1988 Jul,117.2
CWUR0000SA0,1988,M08,1988 Aug,117.7
CWUR0000SA0,1988,M09,1988 Sep,118.5
CWUR0000SA0,1988,M10,1988 Oct,118.9
CWUR0000SA0,1988,M11,1988 Nov,119.0
CWUR0000SA0,1988,M12,1988 Dec,119.2
CWUR0000SA0,1989,M01,1989 Jan,119.7
CWUR0000SA0,1989,M02,1989 Feb,120.2
CWUR0000SA0,1989,M03,1989 Mar,120.8
CWUR0000SA0,1989,M04,1989 Apr,121.8
CWUR0000SA0,1989,M05,1989 May,122.5
CWUR0000SA0,1989,M06,1989 Jun,122.8
CWUR0000SA0,1989,M07,1989 Jul,123.2
CWUR0000SA0,1989,M08,1989 Aug,123.2
CWUR0000SA0,1989,M09,1989 Sep,123.6
CWUR0000SA0,1989,M10,1989 Oct,124.2
CWUR0000SA0,1989,M11,1989 Nov,124.4
CWUR0000SA0,1989,M12,1989 Dec,124.6
CWUR0000SA0,1990,M01,1990 Jan,125.9
CWUR0000SA0,1990,M02,1990 Feb,126.4
CWUR0000SA0,1990,M03,1990 Mar,127.1
CWUR0000SA0,1990,M04,1990 Apr,127.3
CWUR0000SA0,1990,M05,1990 May,127.5
CWUR0000SA0,1990,M06,1990 Jun,128.3
CWUR0000SA0,1990,M07,1990 Jul,128.7
CWUR0000SA0,1990,M08,1990 Aug,129.9
CWUR0000SA0,1990,M09,1990 Sep,131.1
CWUR0000SA0,1990,M10,1990 Oct,131.9
CWUR0000SA0,1990,M11,1990 Nov,132.2
CWUR0000SA0,1990,M12,1990 Dec,132.2
CWUR0000SA0,1991,M01,1991 Jan,132.8
CWUR0000SA0,1991,M02,1991 Feb,132.8
CWUR0000SA0,1991,M03,1991 Mar,133.0
CWUR0000SA0,1991,M04,1991 Apr,133.3
CWUR0000SA0,1991,M05,1991 May,133.8
CWUR0000SA0,1991,M06,1991 Jun,134.1
CWUR0000SA0,1991,M07,1991 Jul,134.3
CWUR0000SA0,1991,M08,1991 Aug,134.6
CWUR0000SA0,1991,M09,1991 Sep,135.2
CWUR0000SA0,1991,M10,1991 Oct,135.4
CWUR0000SA0,1991,M11,1991 Nov,135.8
CWUR0000SA0,1991,M12,1991 Dec,135.9
CWUR0000SA0,1992,M01,1992 Jan,136.0
CWUR0000SA0,1992,M02,1992 Feb,136.4
CWUR0000SA0,1992,M03,1992 Mar,137.0
CWUR0000SA0,1992,M04,1992 Apr,137.3
CWUR0000SA0,1992,M05,1992 May,137.6
CWUR0000SA0,1992,M06,1992 Jun,138.1
CWUR0000SA0,1992,M07,1992 Jul,138.4
CWUR0000SA0,1992,M08,1992 Aug,138.8
CWUR0000SA0,1992,M09,1992 Sep,139.1
CWUR0000SA0,1992,M10,1992 Oct,139.6
CWUR0000SA0,1992,M11,1992 Nov,139.8
CWUR0000SA0,1992,M12,1992 Dec,139.8
CWUR0000SA0,1993,M01,1993 Jan,140.3
CWUR0000SA0,1993,M02,1993 Feb,140.7
CWUR0000SA0,1993,M03,1993 Mar,141.1
CWUR0000SA0,1993,M04,1993 Apr,141.6
CWUR0000SA0,1993,M05,1993 May,141.9
CWUR0000SA0,1993,M06,1993 Jun,142.0
CWUR0000SA0,1993,M07,1993 Jul,142.1
CWUR0000SA0,1993,M08,1993 Aug,142.4
CWUR0000SA0,1993,M09,1993 Sep,142.6
CWUR0000SA0,1993,M10,1993 Oct,143.3
CWUR0000SA0,1993,M11,1993 Nov,143.4
CWUR0000SA0,1993,M12,1993 Dec,143.3
CWUR0000SA0,1994,M01,1994 Jan,143.6
CWUR0000SA0,1994,M02,1994 Feb,144.0
CWUR0000SA0,1994,M03,1994 Mar,144.4
CWUR0000SA0,1994,M04,1994 Apr,144.7
CWUR0000SA0,1994,M05,1994 May,144.9
CWUR0000SA0,1994,M06,1994 Jun,145.4
CWUR0000SA0,1994,M07,1994 Jul,145.8
CWUR0000SA0,1994,M08,1994 Aug,146.5
CWUR0000SA0,1994,M09,1994 Sep,146.9
CWUR0000SA0,1994,M10,1994 Oct,147.0
CWUR0000SA0,1994,M11,1994 Nov,147.3
CWUR0000SA0,1994,M12,1994 Dec,147.2
CWUR0000SA0,1995,M01,1995 Jan,147.8
CWUR0000SA0,1995,M02,1995 Feb,148.3
CWUR0000SA0,1995,M03,1995 Mar,148.7
CWUR0000SA0,1995,M04,1995 Apr,149.3
CWUR0000SA0,1995,M05,1995 May,149.6
CWUR0000SA0,1995,M06,1995 Jun,149.9
CWUR0000SA0,1995,M07,1995 Jul,149.9
CWUR0000SA0,1995,M08,1995 Aug,150.2
CWUR0000SA0,1995,M09,1995 Sep,150.6
CWUR0000SA0,1995,M10,1995 Oct,151.0
CWUR0000SA0,1995,M11,1995 Nov,150.9
CWUR0000SA0,1995,M12,1995 Dec,150.9
CWUR0000SA0,1996,M01,1996 Jan,151.7
CWUR0000SA0,1996,M02,1996 Feb,152.2
CWUR0000SA0,1996,M03,1996 Mar,152.9
CWUR0000SA0,1996,M04,1996 Apr,153.6
CWUR0000SA0,1996,M05,1996 May,154.0
CWUR0000SA0,1996,M06,1996 Jun,154.1
CWUR0000SA0,1996,M07,1996 Jul,154.3
CWUR0000SA0,1996,M08,1996 Aug,154.5
CWUR0000SA0,1996,M09,1996 Sep,155.1
CWUR0000SA0,1996,M10,1996 Oct,155.5
CWUR0000SA0,1996,M11,1996 Nov,155.9
CWUR0000SA0,1996,M12,1996 Dec,155.9
CWUR0000SA0,1997,M01,1997 Jan,156.3
CWUR0000SA0,1997,M02,1997 Feb,156.8
CWUR0000SA0,1997,M03,1997 Mar,157.0
CWUR0000SA0,1997,M04,1997 Apr,157.2
CWUR0000SA0,1997,M05,1997 May,157.2
CWUR0000SA0,1997,M06,1997 Jun,157.4
CWUR0000SA0,1997,M07,1997 Jul,157.5
CWUR0000SA0,1997,M08,1997 Aug,157.8
CWUR0000SA0,1997,M09,1997 Sep,158.3
CWUR0000SA0,1997,M10,1997 Oct,158.5
CWUR0000SA0,1997,M11,1997 Nov,158.5
CWUR0000SA0,1997,M12,1997 Dec,158.2
CWUR0000SA0,1998,M01,1998 Jan,158.4
CWUR0000SA0,1998,M02,1998 Feb,158.5
CWUR0000SA0,1998,M03,1998 Mar,158.7
CWUR0000SA0,1998,M04,1998 Apr,159.1
CWUR0000SA0,1998,M05,1998 May,159.5
CWUR0000SA0,1998,M06,1998 Jun,159.7
CWUR0000SA0,1998,M07,1998 Jul,159.8
CWUR0000SA0,1998,M08,1998 Aug,160.0
CWUR0000SA0,1998,M09,1998 Sep,160.2
CWUR0000SA0,1998,M10,1998 Oct,160.6
CWUR0000SA0,1998,M11,1998 Nov,160.7
CWUR0000SA0,1998,M12,1998 Dec,160.7
CWUR0000SA0,1999,M01,1999 Jan,161.0
CWUR0000SA0,1999,M02,1999 Feb,161.1
CWUR0000SA0,1999,M03,1999 Mar,161.4
CWUR0000SA0,1999,M04,1999 Apr,162.7
CWUR0000SA0,1999,M05,1999 May,162.8
CWUR0000SA0,1999,M06,1999 Jun,162.8
CWUR0000SA0,1999,M07,1999 Jul,163.3
CWUR0000SA0,1999,M08,1999 Aug,163.8
CWUR0000SA0,1999,M09,1999 Sep,164.7
CWUR0000SA0,1999,M10,1999 Oct,165.0
CWUR0000SA0,1999,M11,1999 Nov,165.1
CWUR0000SA0,1999,M12,1999 Dec,165.1
CWUR0000SA0,2000,M01,2000 Jan,165.6
CWUR0000SA0,2000,M02,2000 Feb,166.5
CWUR0000SA0,2000,M03,2000 Mar,167.9
CWUR0000SA0,2000,M04,2000 Apr,168.0
CWUR0000SA0,2000,M05,2000 May,168.2
CWUR0000SA0,2000,M06,2000 Jun,169.2
CWUR0000SA0,2000,M07,2000 Jul,169.4
CWUR0000SA0,2000,M08,2000 Aug,169.3
CWUR0000SA0,2000,M09,2000 Sep,170.4
CWUR0000SA0,2000,M10,2000 Oct,170.6
CWUR0000SA0,2000,M11,2000 Nov,170.9
CWUR0000SA0,2000,M12,2000 Dec,170.7
CWUR0000SA0,2001,M01,2001 Jan,171.7
CWUR0000SA0,2001,M02,2001 Feb,172.4
CWUR0000SA0,2001,M03,2001 Mar,172.6
CWUR0000SA0,2001,M04,2001 Apr,173.5
CWUR0000SA0,2001,M05,2001 May,174.4
CWUR0000SA0,2001,M06,2001 Jun,174.6
CWUR0000SA0,2001,M07,2001 Jul,173.8
CWUR0000SA0,2001,M08,2001 Aug,173.8
CWUR0000SA0,2001,M09,2001 Sep,174.8
CWUR0000SA0,2001,M10,2001 Oct,174.0
CWUR0000SA0,2001,M11,2001 Nov,173.7
CWUR0000SA0,2001,M12,2001 Dec,172.9
CWUR0000SA0,2002,M01,2002 Jan,173.2
CWUR0000SA0,2002,M02,2002 Feb,173.7
CWUR0000SA0,2002,M03,2002 Mar,174.7
CWUR0000SA0,2002,M04,2002 Apr,175.8
CWUR0000SA0,2002,M05,2002 May,175.8
CWUR0000SA0,2002,M06,2002 Jun,175.9
CWUR0000SA0,2002,M07,2002 Jul,176.1
CWUR0000SA0,2002,M08,2002 Aug,176.6
CWUR0000SA0,2002,M09,2002 Sep,177.0
CWUR0000SA0,2002,M10,2002 Oct,177.3
CWUR0000SA0,2002,M11,2002 Nov,177.4
CWUR0000SA0,2002,M12,2002 Dec,177.0
CWUR0000SA0,2003,M01,2003 Jan,177.7
CWUR0000SA0,2003,M02,2003 Feb,179.2
CWUR0000SA0,2003,M03,2003 Mar,180.3
CWUR0000SA0,2003,M04,2003 Apr,179.8
CWUR0000SA0,2003,M05,2003 May,179.4
CWUR0000SA0,2003,M06,2003 Jun,179.6
CWUR0000SA0,2003,M07,2003 Jul,179.6
CWUR0000SA0,2003,M08,2003 Aug,180.3
CWUR0000SA0,2003,M09,2003 Sep,181.0
CWUR0000SA0,2003,M10,2003 Oct,180.7
CWUR0000SA0,2003,M11,2003 Nov,180.2
CWUR0000SA0,2003,M12,2003 Dec,179.9
CWUR0000SA0,2004,M01,2004 Jan,180.9
CWUR0000SA0,2004,M02,2004 Feb,181.9
CWUR0000SA0,2004,M03,2004 Mar,182.9
CWUR0000SA0,2004,M04,2004 Apr,183.5
CWUR0000SA0,2004,M05,2004 May,184.7
CWUR0000SA0,2004,M06,2004 Jun,185.3
CWUR0000SA0,2004,M07,2004 Jul,184.9
CWUR0000SA0,2004,M08,2004 Aug,185.0
CWUR0000SA0,2004,M09,2004 Sep,185.4
CWUR0000SA0,2004,M10,2004 Oct,186.5
CWUR0000SA0,2004,M11,2004 Nov,186.8
CWUR0000SA0,2004,M12,2004 Dec,186.0
CWUR0000SA0,2005,M01,2005 Jan,186.3
CWUR0000SA0,2005,M02,2005 Feb,187.3
CWUR0000SA0,2005,M03,2005 Mar,188.6
CWUR0000SA0,2005,M04,2005 Apr,190.2
CWUR0000SA0,2005,M05,2005 May,190.0
CWUR0000SA0,2005,M06,2005 Jun,190.1
CWUR0000SA0,2005,M07,2005 Jul,191.0
CWUR0000SA0,2005,M08,2005 Aug,192.1
CWUR0000SA0,2005,M09,2005 Sep,195.0
CWUR0000SA0,2005,M10,2005 Oct,195.2
CWUR0000SA0,2005,M11,2005 Nov,193.4
CWUR0000SA0,2005,M12,2005 Dec,192.5
CWUR0000SA0,2006,M01,2006 Jan,194.0
CWUR0000SA0,2006,M02,2006 Feb,194.2
CWUR0000SA0,2006,M03,2006 Mar,195.3
CWUR0000SA0,2006,M04,2006 Apr,197.2
CWUR0000SA0,2006,M05,2006 May,198.2
CWUR0000SA0,2006,M06,2006 Jun,198.6
CWUR0000SA0,2006,M07,2006 Jul,199.2
CWUR0000SA0,2006,M08,2006 Aug,199.6
CWUR0000SA0,2006,M09,2006 Sep,198.4
CWUR0000SA0,2006,M10,2006 Oct,197.0
CWUR0000SA0,2006,M11,2006 Nov,196.8
CWUR0000SA0,2006,M12,2006 Dec,197.2
CWUR0000SA0,2007,M01,2007 Jan,197.559
CWUR0000SA0,2007,M02,2007 Feb,198.544
CWUR0000SA0,2007,M03,2007 Mar,200.612
CWUR0000SA0,2007,M04,2007 Apr,202.130
CWUR0000SA0,2007,M05,2007 May,203.661
CWUR0000SA0,2007,M06,2007 Jun,203.906
CWUR0000SA0,2007,M07,2007 Jul,203.700
CWUR0000SA0,2007,M08,2007 Aug,203.199
CWUR0000SA0,2007,M09,2007 Sep,203.889
CWUR0000SA0,2007,M10,2007 Oct,204.338
CWUR0000SA0,2007,M11,2007 Nov,205.891
CWUR0000SA0,2007,M12,2007 Dec,205.777
CWUR0000SA0,2008,M01,2008 Jan,206.744
CWUR0000SA0,2008,M02,2008 Feb,207.254
CWUR0000SA0,2008,M03,2008 Mar,209.147
CWUR0000SA0,2008,M04,2008 Apr,210.698
CWUR0000SA0,2008,M05,2008 May,212.788
CWUR0000SA0,2008,M06,2008 Jun,215.223
CWUR0000SA0,2008,M07,2008 Jul,216.304
CWUR0000SA0,2008,M08,2008 Aug,215.247
CWUR0000SA0,2008,M09,2008 Sep,214.935
CWUR0000SA0,2008,M10,2008 Oct,212.182
CWUR0000SA0,2008,M11,2008 Nov,207.296
CWUR0000SA0,2008,M12,2008 Dec,204.813
CWUR0000SA0,2009,M01,2009 Jan,205.700
CWUR0000SA0,2009,M02,2009 Feb,206.708
CWUR0000SA0,2009,M03,2009 Mar,207.218
CWUR0000SA0,2009,M04,2009 Apr,207.925
CWUR0000SA0,2009,M05,2009 May,208.774
CWUR0000SA0,2009,M06,2009 Jun,210.972
CWUR0000SA0,2009,M07,2009 Jul,210.526
CWUR0000SA0,2009,M08,2009 Aug,211.156
CWUR0000SA0,2009,M09,2009 Sep,211.322
CWUR0000SA0,2009,M10,2009 Oct,211.549
CWUR0000SA0,2009,M11,2009 Nov,212.003
CWUR0000SA0,2009,M12,2009 Dec,211.703
CWUR0000SA0,2010,M01,2010 Jan,212.568
CWUR0000SA0,2010,M02,2010 Feb,212.544
CWUR0000SA0,2010,M03,2010 Mar,213.525
CWUR0000SA0,2010,M04,2010 Apr,213.958
CWUR0000SA0,2010,M05,2010 May,214.124
CWUR0000SA0,2010,M06,2010 Jun,213.839
CWUR0000SA0,2010,M07,2010 Jul,213.898
CWUR0000SA0,2010,M08,2010 Aug,214.205
CWUR0000SA0,2010,M09,2010 Sep,214.306
CWUR0000SA0,2010,M10,2010 Oct,214.623
CWUR0000SA0,2010,M11,2010 Nov,214.750
CWUR0000SA0,2010,M12,2010 Dec,215.262
CWUR0000SA0,2011,M01,2011 Jan,216.400
CWUR0000SA0,2011,M02,2011 Feb,217.535
CWUR0000SA0,2011,M03,2011 Mar,220.024
CWUR0000SA0,2011,M04,2011 Apr,221.743
CWUR0000SA0,2011,M05,2011 May,222.954
CWUR0000SA0,2011,M06,2011 Jun,222.522
CWUR0000SA0,2011,M07,2011 Jul,222.686
CWUR0000SA0,2011,M08,2011 Aug,223.326
CWUR0000SA0,2011,M09,2011 Sep,223.688
CWUR0000SA0,2011,M10,2011 Oct,223.043
CWUR0000SA0,2011,M11,2011 Nov,222.813
CWUR0000SA0,2011,M12,2011 Dec,222.166
CWUR0000SA0,2012,M01,2012 Jan,223.216
CWUR0000SA0,2012,M02,2012 Feb,224.317
CWUR0000SA0,2012,M03,2012 Mar,226.304
CWUR0000SA0,2012,M04,2012 Apr,227.012
CWUR0000SA0,2012,M05,2012 May,226.600
CWUR0000SA0,2012,M06,2012 Jun,226.036
CWUR0000SA0,2012,M07,2012 Jul,225.568
CWUR0000SA0,2012,M08,2012 Aug,227.056
CWUR0000SA0,2012,M09,2012 Sep,228.184
CWUR0000SA0,2012,M10,2012 Oct,227.974
CWUR0000SA0,2012,M11,2012 Nov,226.595
CWUR0000SA0,2012,M12,2012 Dec,225.889
CWUR0000SA0,2013,M01,2013 Jan,226.520
CWUR0000SA0,2013,M02,2013 Feb,228.677
CWUR0000SA0,2013,M03,2013 Mar,229.323
CWUR0000SA0,2013,M04,2013 Apr,228.949
CWUR0000SA0,2013,M05,2013 May,229.399
CWUR0000SA0,2013,M06,2013 Jun,230.002
CWUR0000SA0,2013,M07,2013 Jul,230.084
CWUR0000SA0,2013,M08,2013 Aug,230.359
CWUR0000SA0,2013,M09,2013 Sep,230.537
CWUR0000SA0,2013,M10,2013 Oct,229.735
CWUR0000SA0,2013,M11,2013 Nov,229.133
CWUR0000SA0,2013,M12,2013 Dec,229.174
CWUR0000SA0,2014,M01,2014 Jan,230.040
CWUR0000SA0,2014,M02,2014 Feb,230.871
CWUR0000SA0,2014,M03,2014 Mar,232.560
CWUR0000SA0,2014,M04,2014 Apr,233.443
CWUR0000SA0,2014,M05,2014 May,234.216
CWUR0000SA0,2014,M06,2014 Jun,234.702
CWUR0000SA0,2014,M07,2014 Jul,234.525
CWUR0000SA0,2014,M08,2014 Aug,234.030
CWUR0000SA0,2014,M09,2014 Sep,234.170
CWUR0000SA0,2014,M10,2014 Oct,233.229
CWUR0000SA0,2014,M11,2014 Nov,231.551
CWUR0000SA0,2014,M12,2014 Dec,229.909
CWUR0000SA0,2015,M01,2015 Jan,228.294
CWUR0000SA0,2015,M02,2015 Feb,229.421
CWUR0000SA0,2015,M03,2015 Mar,231.055
CWUR0000SA0,2015,M04,2015 Apr,231.520
CWUR0000SA0,2015,M05,2015 May,232.908
CWUR0000SA0,2015,M06,2015 Jun,233.804
CWUR0000SA0,2015,M07,2015 Jul,233.806
CWUR0000SA0,2015,M08,2015 Aug,233.366
CWUR0000SA0,2015,M09,2015 Sep,232.661
CWUR0000SA0,2015,M10,2015 Oct,232.373
CWUR0000SA0,2015,M11,2015 Nov,231.721
CWUR0000SA0,2015,M12,2015 Dec,230.791
CWUR0000SA0,2016,M01,2016 Jan,231.061
CWUR0000SA0,2016,M02,2016 Feb,230.972
CWUR0000SA0,2016,M03,2016 Mar,232.209
CWUR0000SA0,2016,M04,2016 Apr,233.438
CWUR0000SA0,2016,M05,2016 May,234.436
CWUR0000SA0,2016,M06,2016 Jun,235.289
CWUR0000SA0,2016,M07,2016 Jul,234.771
CWUR0000SA0,2016,M08,2016 Aug,234.904
CWUR0000SA0,2016,M09,2016 Sep,235.495
CWUR0000SA0,2016,M10,2016 Oct,235.732
CWUR0000SA0,2016,M11,2016 Nov,235.215
CWUR0000SA0,2016,M12,2016 Dec,235.390
CWUR0000SA0,2017,M01,2017 Jan,236.854
CWUR0000SA0,2017,M02,2017 Feb,237.477
CWUR0000SA0,2017,M03,2017 Mar,237.656
CWUR0000SA0,2017,M04,2017 Apr,238.432
CWUR0000SA0,2017,M05,2017 May,238.609
CWUR0000SA0,2017,M06,2017 Jun,238.813
CWUR0000SA0,2017,M07,2017 Jul,238.617
CWUR0000SA0,2017,M08,2017 Aug,239.448
CWUR0000SA0,2017,M09,2017 Sep,240.939
CWUR0000SA0,2017,M10,2017 Oct,240.573
CWUR0000SA0,2017,M11,2017 Nov,240.666
CWUR0000SA0,2017,M12,2017 Dec,240.526
CWUR0000SA0,2018,M01,2018 Jan,241.919
CWUR0000SA0,2018,M02,2018 Feb,242.988
CWUR0000SA0,2018,M03,2018 Mar,243.463
CWUR0000SA0,2018,M04,2018 Apr,244.607
CWUR0000SA0,2018,M05,2018 May,245.770
CWUR0000SA0,2018,M06,2018 Jun,246.196
CWUR0000SA0,2018,M07,2018 Jul,246.155
CWUR0000SA0,2018,M08,2018 Aug,246.336
CWUR0000SA0,2018,M09,2018 Sep,246.565
CWUR0000SA0,2018,M10,2018 Oct,247.038
CWUR0000SA0,2018,M11,2018 Nov,245.933
CWUR0000SA0,2018,M12,2018 Dec,244.786
CWUR0000SA0,2019,M01,2019 Jan,245.133
CWUR0000SA0,2019,M02,2019 Feb,246.218
CWUR0000SA0,2019,M03,2019 Mar,247.768
CWUR0000SA0,2019,M04,2019 Apr,249.332
CWUR0000SA0,2019,M05,2019 May,249.871
CWUR0000SA0,2019,M06,2019 Jun,249.747
CWUR0000SA0,2019,M07,2019 Jul,250.236
CWUR0000SA0,2019,M08,2019 Aug,250.112
CWUR0000SA0,2019,M09,2019 Sep,250.251
CWUR0000SA0,2019,M10,2019 Oct,250.894
CWUR0000SA0,2019,M11,2019 Nov,250.644
CWUR0000SA0,2019,M12,2019 Dec,250.452
CWUR0000SA0,2020,M01,2020 Jan,251.361
CWUR0000SA0,2020,M02,2020 Feb,251.935
CWUR0000SA0,2020,M03,2020 Mar,251.375
CWUR0000SA0,2020,M04,2020 Apr,249.515
CWUR0000SA0,2020,M05,2020 May,249.521
CWUR0000SA0,2020,M06,2020 Jun,251.054
CWUR0000SA0,2020,M07,2020 Jul,252.636
CWUR0000SA0,2020,M08,2020 Aug,253.597
CWUR0000SA0,2020,M09,2020 Sep,254.004
CWUR0000SA0,2020,M10,2020 Oct,254.076
CWUR0000SA0,2020,M11,2020 Nov,253.826
CWUR0000SA0,2020,M12,2020 Dec,254.081
CWUR0000SA0,2021,M01,2021 Jan,255.296
CWUR0000SA0,2021,M02,2021 Feb,256.843
CWUR0000SA0,2021,M03,2021 Mar,258.935
CWUR0000SA0,2021,M04,2021 Apr,261.237
CWUR0000SA0,2021,M05,2021 May,263.612
CWUR0000SA0,2021,M06,2021 Jun,266.412
CWUR0000SA0,2021,M07,2021 Jul,267.789
CWUR0000SA0,2021,M08,2021 Aug,268.387
CWUR0000SA0,2021,M09,2021 Sep,269.086
CWUR0000SA0,2021,M10,2021 Oct,271.552
CWUR0000SA0,2021,M11,2021 Nov,273.042
CWUR0000SA0,2021,M12,2021 Dec,273.925
CWUR0000SA0,2022,M01,2022 Jan,276.296
CWUR0000SA0,2022,M02,2022 Feb,278.943
CWUR0000SA0,2022,M03,2022 Mar,283.176
CWUR0000SA0,2022,M04,2022 Apr,284.575
CWUR0000SA0,2022,M05,2022 May,288.022
CWUR0000SA0,2022,M06,2022 Jun,292.542
CWUR0000SA0,2022,M07,2022 Jul,292.219
CWUR0000SA0,2022,M08,2022 Aug,291.629
CWUR0000SA0,2022,M09,2022 Sep,291.854
